# lambda	flux	error	variance	counts	eig1	eig2	eig3	eig4	eig5
7345	8.0525E-001	1.0582E-003	7.5717E-002	5120	4.6151E-003	-1.5186E-002	5.1949E-003	5.4529E-003	4.5864E-003
7346	8.0186E-001	1.0579E-003	7.5342E-002	5072	4.6298E-003	-1.5186E-002	5.0673E-003	6.3459E-003	4.4329E-003
7347	8.0146E-001	1.0685E-003	7.6347E-002	5105	4.6088E-003	-1.5417E-002	5.0508E-003	6.3056E-003	3.9950E-003
7348	8.0327E-001	1.0662E-003	7.6263E-002	5116	4.7499E-003	-1.5011E-002	5.6599E-003	5.7791E-003	4.7757E-003
7349	8.0579E-001	1.0647E-003	7.5836E-002	5074	4.6065E-003	-1.4948E-002	5.4207E-003	5.7032E-003	5.2609E-003
7350	8.0674E-001	1.0611E-003	7.6012E-002	5131	4.4773E-003	-1.4982E-002	5.0914E-003	4.9031E-003	5.8791E-003
7351	8.0515E-001	1.0464E-003	7.4489E-002	5067	4.5249E-003	-1.5058E-002	4.8508E-003	4.9229E-003	4.5859E-003
7352	8.0287E-001	1.0517E-003	7.5306E-002	5127	4.5631E-003	-1.5032E-002	5.0863E-003	5.8719E-003	4.4874E-003
7353	7.9984E-001	1.0550E-003	7.5489E-002	5120	4.7388E-003	-1.4945E-002	5.2290E-003	4.8551E-003	4.5906E-003
7354	7.9665E-001	1.0379E-003	7.4217E-002	5113	4.6458E-003	-1.4865E-002	5.1105E-003	4.5049E-003	4.6476E-003
7355	7.9195E-001	1.0313E-003	7.3919E-002	5138	4.4407E-003	-1.4786E-002	4.9982E-003	5.1505E-003	4.6651E-003
7356	7.8806E-001	1.0349E-003	7.3620E-002	5060	4.2950E-003	-1.4951E-002	4.8758E-003	5.1483E-003	4.1281E-003
7357	7.8623E-001	1.0343E-003	7.4101E-002	5133	4.3954E-003	-1.4803E-002	4.7749E-003	5.3775E-003	3.8966E-003
7358	7.8533E-001	1.0406E-003	7.4422E-002	5115	4.4769E-003	-1.4866E-002	5.3946E-003	6.0800E-003	3.9574E-003
7359	7.8669E-001	1.0354E-003	7.3783E-002	5078	4.5602E-003	-1.4646E-002	5.4474E-003	4.9874E-003	3.7989E-003
7360	7.9133E-001	1.0390E-003	7.4510E-002	5143	4.7797E-003	-1.4562E-002	5.2403E-003	4.5149E-003	5.0268E-003
7361	7.9649E-001	1.0248E-003	7.3642E-002	5164	4.7611E-003	-1.4588E-002	4.5835E-003	4.6408E-003	5.1341E-003
7362	7.9865E-001	1.0166E-003	7.3472E-002	5223	4.6391E-003	-1.4466E-002	4.5270E-003	4.5881E-003	6.1821E-003
7363	7.9645E-001	1.0217E-003	7.3981E-002	5243	4.4467E-003	-1.4831E-002	4.6986E-003	5.3942E-003	6.4565E-003
7364	7.9444E-001	1.0404E-003	7.5215E-002	5227	4.4979E-003	-1.5203E-002	5.2701E-003	5.9020E-003	5.1388E-003
7365	7.9364E-001	1.0396E-003	7.5144E-002	5225	4.4985E-003	-1.5089E-002	5.6430E-003	5.5049E-003	4.8418E-003
7366	7.9506E-001	1.0310E-003	7.4283E-002	5191	4.6768E-003	-1.4794E-002	5.5322E-003	5.1469E-003	4.8984E-003
7367	7.9663E-001	1.0267E-003	7.4438E-002	5257	4.6211E-003	-1.4606E-002	5.2784E-003	5.5646E-003	4.1376E-003
7368	8.0131E-001	1.0380E-003	7.5372E-002	5272	4.5591E-003	-1.5025E-002	5.3702E-003	5.3389E-003	4.9900E-003
7369	8.0608E-001	1.0458E-003	7.6344E-002	5329	4.7180E-003	-1.5237E-002	5.2532E-003	5.2840E-003	5.3576E-003
7370	8.0841E-001	1.0570E-003	7.7140E-002	5326	4.7521E-003	-1.5320E-002	4.9980E-003	5.6638E-003	6.1367E-003
7371	8.1081E-001	1.0558E-003	7.7166E-002	5342	4.8260E-003	-1.5347E-002	5.1117E-003	5.8533E-003	5.4108E-003
7372	8.1307E-001	1.0509E-003	7.7113E-002	5384	4.7267E-003	-1.5228E-002	4.7635E-003	6.1884E-003	4.6962E-003
7373	8.1471E-001	1.0600E-003	7.7335E-002	5323	4.7570E-003	-1.5672E-002	4.1913E-003	5.8577E-003	4.9477E-003
7374	8.1618E-001	1.0532E-003	7.7071E-002	5355	4.7611E-003	-1.5626E-002	4.1717E-003	5.5808E-003	4.4400E-003
7375	8.1596E-001	1.0480E-003	7.6551E-002	5336	4.5635E-003	-1.5459E-002	4.5835E-003	6.4411E-003	5.1684E-003
7376	8.1754E-001	1.0529E-003	7.6602E-002	5293	4.4980E-003	-1.5612E-002	4.4147E-003	6.5156E-003	4.3670E-003
7377	8.2001E-001	1.0690E-003	7.7713E-002	5285	4.2919E-003	-1.5866E-002	4.9881E-003	5.8720E-003	3.4117E-003
7378	8.2423E-001	1.0588E-003	7.6283E-002	5190	4.0835E-003	-1.5712E-002	5.1496E-003	6.2738E-003	3.1418E-003
7379	8.2964E-001	1.0564E-003	7.6087E-002	5188	3.8713E-003	-1.5711E-002	4.4467E-003	5.3113E-003	3.8089E-003
7380	8.3266E-001	1.0571E-003	7.5740E-002	5134	3.8743E-003	-1.5655E-002	4.1667E-003	5.2776E-003	4.3781E-003
7381	8.3056E-001	1.0663E-003	7.6393E-002	5133	3.8303E-003	-1.5887E-002	4.0791E-003	5.6073E-003	3.6143E-003
7382	8.2509E-001	1.0845E-003	7.7961E-002	5168	4.1267E-003	-1.6157E-002	4.1570E-003	6.2488E-003	3.7385E-003
7383	8.1762E-001	1.0782E-003	7.7316E-002	5142	4.2254E-003	-1.6117E-002	4.2231E-003	6.5935E-003	3.6900E-003
7384	8.1103E-001	1.0701E-003	7.7258E-002	5212	4.4433E-003	-1.5777E-002	4.3769E-003	6.9986E-003	3.9492E-003
7385	8.0560E-001	1.0582E-003	7.6519E-002	5229	4.5256E-003	-1.5539E-002	4.6936E-003	6.5508E-003	3.9553E-003
7386	8.0048E-001	1.0677E-003	7.7288E-002	5240	4.5596E-003	-1.5654E-002	4.7619E-003	5.6301E-003	4.3058E-003
7387	7.9520E-001	1.0448E-003	7.5713E-002	5251	4.3417E-003	-1.5418E-002	4.7146E-003	6.0718E-003	4.5285E-003
7388	7.9240E-001	1.0461E-003	7.5485E-002	5207	4.3611E-003	-1.5324E-002	4.6393E-003	5.6620E-003	4.2674E-003
7389	7.8961E-001	1.0478E-003	7.5800E-002	5233	4.4366E-003	-1.5344E-002	4.3849E-003	5.2380E-003	4.4677E-003
7390	7.8772E-001	1.0430E-003	7.5063E-002	5179	4.4850E-003	-1.5178E-002	4.6684E-003	5.5425E-003	3.7989E-003
7391	7.8872E-001	1.0378E-003	7.4770E-002	5191	4.4126E-003	-1.4978E-002	5.2215E-003	5.7021E-003	3.7227E-003
7392	7.9210E-001	1.0303E-003	7.4330E-002	5205	4.5166E-003	-1.4954E-002	4.7810E-003	6.0671E-003	4.0902E-003
7393	7.9706E-001	1.0346E-003	7.4538E-002	5190	4.7118E-003	-1.4823E-002	4.0828E-003	5.9173E-003	3.4433E-003
7394	8.0031E-001	1.0352E-003	7.5138E-002	5269	4.7092E-003	-1.4709E-002	4.3447E-003	5.1236E-003	4.2059E-003
7395	8.0295E-001	1.0435E-003	7.5638E-002	5254	4.6805E-003	-1.5216E-002	4.1422E-003	5.1536E-003	5.6064E-003
7396	8.0545E-001	1.0628E-003	7.7111E-002	5264	4.7228E-003	-1.5496E-002	4.5966E-003	5.1566E-003	4.9612E-003
7397	8.0751E-001	1.0628E-003	7.6928E-002	5239	4.6575E-003	-1.5322E-002	4.8561E-003	5.9300E-003	3.6375E-003
7398	8.0932E-001	1.0540E-003	7.6319E-002	5243	4.6670E-003	-1.5294E-002	4.8588E-003	6.1998E-003	4.6878E-003
7399	8.0875E-001	1.0815E-003	7.8310E-002	5243	4.6592E-003	-1.5677E-002	4.7667E-003	6.2754E-003	6.1872E-003
7400	8.0619E-001	1.0793E-003	7.7661E-002	5177	4.6199E-003	-1.5710E-002	5.0228E-003	6.7682E-003	5.8541E-003
7401	8.0257E-001	1.0722E-003	7.7186E-002	5183	4.6227E-003	-1.5571E-002	4.9884E-003	7.1767E-003	4.9387E-003
7402	8.0108E-001	1.0771E-003	7.6939E-002	5102	4.7306E-003	-1.5518E-002	4.5867E-003	7.0992E-003	3.8508E-003
7403	8.0322E-001	1.0824E-003	7.7279E-002	5097	4.6743E-003	-1.5552E-002	4.2044E-003	6.1705E-003	4.6504E-003
7404	8.0600E-001	1.0899E-003	7.7565E-002	5065	4.6668E-003	-1.5655E-002	4.1620E-003	5.4737E-003	5.8883E-003
7405	8.0976E-001	1.0784E-003	7.6504E-002	5033	4.8604E-003	-1.5434E-002	4.3091E-003	4.8635E-003	5.6318E-003
7406	8.1155E-001	1.0989E-003	7.8357E-002	5084	4.9763E-003	-1.5482E-002	4.4619E-003	4.4424E-003	4.9557E-003
7407	8.1137E-001	1.0788E-003	7.6725E-002	5058	4.6998E-003	-1.5566E-002	4.5238E-003	5.2997E-003	4.4736E-003
7408	8.0982E-001	1.0767E-003	7.6859E-002	5095	4.6375E-003	-1.5560E-002	4.6987E-003	6.1170E-003	4.3734E-003
7409	8.0651E-001	1.0749E-003	7.6989E-002	5130	4.6872E-003	-1.5463E-002	4.6396E-003	6.2034E-003	3.6463E-003
7410	8.0204E-001	1.0725E-003	7.6972E-002	5150	4.5737E-003	-1.5517E-002	4.2170E-003	6.2910E-003	3.9270E-003
7411	7.9887E-001	1.0719E-003	7.7171E-002	5184	4.3566E-003	-1.5626E-002	4.5428E-003	6.2397E-003	3.9970E-003
7412	7.9951E-001	1.0643E-003	7.6145E-002	5119	4.2828E-003	-1.5478E-002	4.8655E-003	5.5113E-003	4.3069E-003
7413	8.0032E-001	1.0559E-003	7.5958E-002	5175	4.2449E-003	-1.5294E-002	4.4299E-003	6.0547E-003	4.0658E-003
7414	7.9970E-001	1.0436E-003	7.4952E-002	5158	4.1375E-003	-1.5285E-002	4.2382E-003	6.3211E-003	4.2941E-003
7415	7.9709E-001	1.0551E-003	7.5993E-002	5187	4.2010E-003	-1.5421E-002	4.9181E-003	6.1933E-003	3.3726E-003
7416	7.9208E-001	1.0580E-003	7.6341E-002	5207	4.2950E-003	-1.5411E-002	4.6096E-003	6.2141E-003	3.7498E-003
7417	7.8948E-001	1.0621E-003	7.6427E-002	5178	4.3883E-003	-1.5377E-002	4.2211E-003	5.9745E-003	4.1966E-003
7418	7.8738E-001	1.0609E-003	7.6848E-002	5247	4.3256E-003	-1.5337E-002	4.8935E-003	6.3105E-003	4.8247E-003
7419	7.8700E-001	1.0501E-003	7.5900E-002	5224	4.5314E-003	-1.5443E-002	4.8216E-003	6.6677E-003	4.6176E-003
7420	7.9002E-001	1.0560E-003	7.6981E-002	5314	4.6598E-003	-1.5582E-002	4.8503E-003	6.1991E-003	4.6577E-003
7421	7.9160E-001	1.0413E-003	7.5918E-002	5315	4.5768E-003	-1.5310E-002	4.3089E-003	4.7022E-003	4.9792E-003
7422	7.9194E-001	1.0362E-003	7.5243E-002	5273	4.6190E-003	-1.5113E-002	4.6383E-003	5.3604E-003	4.7944E-003
7423	7.9116E-001	1.0281E-003	7.4897E-002	5307	4.5642E-003	-1.4966E-002	4.6217E-003	5.5318E-003	4.6237E-003
7424	7.9007E-001	1.0385E-003	7.5545E-002	5291	4.4488E-003	-1.5210E-002	5.1910E-003	5.5650E-003	4.6725E-003
7425	7.8976E-001	1.0473E-003	7.6417E-002	5324	4.4907E-003	-1.5144E-002	5.9593E-003	5.8478E-003	4.1428E-003
7426	7.9289E-001	1.0422E-003	7.5899E-002	5304	4.5071E-003	-1.5192E-002	5.2351E-003	6.0945E-003	4.4351E-003
7427	7.9950E-001	1.0555E-003	7.7023E-002	5325	4.5668E-003	-1.5485E-002	4.4665E-003	6.2042E-003	4.5472E-003
7428	8.0529E-001	1.0586E-003	7.7559E-002	5368	4.5294E-003	-1.5422E-002	4.4403E-003	6.0669E-003	6.2080E-003
7429	8.0827E-001	1.0411E-003	7.6039E-002	5335	4.6800E-003	-1.5200E-002	4.5403E-003	6.0535E-003	5.7503E-003
7430	8.1044E-001	1.0550E-003	7.7522E-002	5399	4.9349E-003	-1.5304E-002	4.3207E-003	5.9577E-003	4.9824E-003
7431	8.0843E-001	1.0577E-003	7.7302E-002	5342	4.8576E-003	-1.5495E-002	4.2237E-003	5.5688E-003	5.3163E-003
7432	8.0545E-001	1.0599E-003	7.7524E-002	5350	4.7428E-003	-1.5447E-002	4.5153E-003	5.5171E-003	4.2327E-003
7433	8.0293E-001	1.0794E-003	7.8707E-002	5317	4.7485E-003	-1.5846E-002	4.9622E-003	6.1567E-003	3.0978E-003
7434	8.0178E-001	1.0843E-003	7.8531E-002	5245	4.8307E-003	-1.5827E-002	5.2463E-003	5.9414E-003	3.3465E-003
7435	8.0436E-001	1.0858E-003	7.8583E-002	5238	4.8087E-003	-1.5718E-002	5.3820E-003	5.1845E-003	4.7361E-003
7436	8.0730E-001	1.0872E-003	7.8189E-002	5172	4.9343E-003	-1.5611E-002	4.9991E-003	5.5686E-003	4.2803E-003
7437	8.0932E-001	1.0876E-003	7.8635E-002	5228	4.7996E-003	-1.5658E-002	4.9469E-003	5.7361E-003	5.4062E-003
7438	8.1023E-001	1.0743E-003	7.7538E-002	5209	4.8697E-003	-1.5444E-002	4.4288E-003	6.5797E-003	5.2274E-003
7439	8.1028E-001	1.0770E-003	7.7643E-002	5197	4.7964E-003	-1.5754E-002	4.3344E-003	6.2694E-003	4.4675E-003
7440	8.0719E-001	1.0779E-003	7.8137E-002	5255	4.6698E-003	-1.5793E-002	4.0924E-003	5.9508E-003	4.5202E-003
7441	8.0408E-001	1.0626E-003	7.6937E-002	5242	4.7182E-003	-1.5528E-002	4.4676E-003	6.4323E-003	3.7890E-003
7442	8.0189E-001	1.0705E-003	7.7681E-002	5265	4.7742E-003	-1.5541E-002	4.4550E-003	6.2726E-003	4.2174E-003
7443	7.9905E-001	1.0659E-003	7.7122E-002	5235	4.5408E-003	-1.5682E-002	4.5453E-003	5.7115E-003	4.9787E-003
7444	7.9819E-001	1.0509E-003	7.6255E-002	5265	4.3018E-003	-1.5467E-002	4.6175E-003	5.5056E-003	4.9184E-003
7445	7.9781E-001	1.0531E-003	7.6281E-002	5247	4.4273E-003	-1.5276E-002	5.2323E-003	5.5916E-003	5.1539E-003
7446	7.9653E-001	1.0722E-003	7.7386E-002	5209	4.5091E-003	-1.5566E-002	5.5505E-003	6.1231E-003	4.6323E-003
7447	7.9538E-001	1.0764E-003	7.7934E-002	5242	4.6095E-003	-1.5627E-002	5.6350E-003	6.1905E-003	4.3917E-003
7448	7.9610E-001	1.0676E-003	7.7289E-002	5241	4.6535E-003	-1.5700E-002	5.3684E-003	6.5722E-003	4.2371E-003
7449	7.9863E-001	1.0763E-003	7.8599E-002	5333	4.7646E-003	-1.5754E-002	5.0701E-003	6.8567E-003	4.5369E-003
7450	8.0042E-001	1.0691E-003	7.8138E-002	5342	4.7476E-003	-1.5699E-002	4.6375E-003	6.6818E-003	5.2125E-003
7451	8.0415E-001	1.0600E-003	7.7593E-002	5359	4.7094E-003	-1.5763E-002	4.6789E-003	6.5425E-003	4.6524E-003
7452	8.0796E-001	1.0570E-003	7.7647E-002	5396	4.7746E-003	-1.5536E-002	4.5791E-003	6.1475E-003	4.3663E-003
7453	8.1089E-001	1.0569E-003	7.7488E-002	5375	4.6128E-003	-1.5755E-002	4.6556E-003	5.6118E-003	4.7917E-003
7454	8.1402E-001	1.0689E-003	7.8627E-002	5410	4.5504E-003	-1.5976E-002	4.7327E-003	6.1516E-003	5.4521E-003
7455	8.1493E-001	1.0720E-003	7.8533E-002	5366	4.7640E-003	-1.5942E-002	4.4106E-003	6.2835E-003	5.8249E-003
7456	8.1524E-001	1.0854E-003	7.9449E-002	5358	4.8987E-003	-1.5920E-002	4.7403E-003	6.3103E-003	5.5142E-003
7457	8.1506E-001	1.0931E-003	7.9984E-002	5354	4.8372E-003	-1.6145E-002	5.1024E-003	6.9333E-003	5.2982E-003
7458	8.1306E-001	1.0791E-003	7.8994E-002	5359	4.7920E-003	-1.5975E-002	4.6982E-003	6.2395E-003	5.4464E-003
7459	8.1016E-001	1.0691E-003	7.8480E-002	5389	4.9356E-003	-1.5708E-002	4.4083E-003	5.9892E-003	6.2780E-003
7460	8.0780E-001	1.0826E-003	7.9475E-002	5389	4.9328E-003	-1.6034E-002	4.8417E-003	6.1759E-003	6.0064E-003
7461	8.0280E-001	1.0619E-003	7.8467E-002	5460	4.8089E-003	-1.5764E-002	4.4657E-003	6.4284E-003	4.4949E-003
7462	7.9709E-001	1.0496E-003	7.7664E-002	5475	4.5979E-003	-1.5564E-002	4.9102E-003	6.6824E-003	4.7100E-003
7463	7.9353E-001	1.0623E-003	7.8489E-002	5459	4.5819E-003	-1.5798E-002	5.4823E-003	7.2216E-003	4.0994E-003
7464	7.9149E-001	1.0575E-003	7.8246E-002	5475	4.5227E-003	-1.5848E-002	5.5551E-003	6.6244E-003	2.8395E-003
7465	7.9353E-001	1.0479E-003	7.7456E-002	5464	4.7269E-003	-1.5632E-002	5.3391E-003	6.6925E-003	2.4884E-003
7466	8.0071E-001	1.0473E-003	7.7567E-002	5485	4.7946E-003	-1.5501E-002	5.0346E-003	6.2673E-003	3.8542E-003
7467	8.0855E-001	1.0538E-003	7.7821E-002	5454	4.6939E-003	-1.5787E-002	4.9597E-003	6.2022E-003	4.3486E-003
7468	8.1498E-001	1.0608E-003	7.8606E-002	5491	4.5926E-003	-1.5979E-002	4.3965E-003	6.1184E-003	4.6956E-003
7469	8.1833E-001	1.0689E-003	7.9001E-002	5463	4.5211E-003	-1.6029E-002	4.0685E-003	5.5830E-003	5.2713E-003
7470	8.1823E-001	1.0645E-003	7.8444E-002	5430	4.5048E-003	-1.6024E-002	4.5425E-003	5.5517E-003	5.6285E-003
7471	8.1480E-001	1.0576E-003	7.8288E-002	5480	4.3603E-003	-1.5776E-002	5.0747E-003	6.3493E-003	5.3443E-003
7472	8.1096E-001	1.0580E-003	7.8286E-002	5475	4.4525E-003	-1.5886E-002	5.5023E-003	6.5097E-003	4.2025E-003
7473	8.0627E-001	1.0630E-003	7.8958E-002	5517	4.6323E-003	-1.5869E-002	5.4137E-003	6.3854E-003	3.9442E-003
7474	8.0374E-001	1.0527E-003	7.8115E-002	5506	4.6337E-003	-1.5657E-002	5.1320E-003	6.2219E-003	4.0446E-003
7475	8.0218E-001	1.0480E-003	7.7760E-002	5506	4.7049E-003	-1.5630E-002	5.2658E-003	6.5683E-003	4.3308E-003
7476	8.0152E-001	1.0616E-003	7.9101E-002	5552	4.8180E-003	-1.5636E-002	5.5959E-003	7.4546E-003	4.7248E-003
7477	8.0142E-001	1.0477E-003	7.7872E-002	5524	4.6654E-003	-1.5609E-002	5.5208E-003	7.1058E-003	4.4450E-003
7478	8.0264E-001	1.0480E-003	7.8156E-002	5561	4.8062E-003	-1.5690E-002	5.1505E-003	5.6940E-003	3.7140E-003
7479	8.0430E-001	1.0498E-003	7.8209E-002	5550	4.8895E-003	-1.5812E-002	4.6123E-003	5.1761E-003	4.9323E-003
7480	8.0477E-001	1.0457E-003	7.8296E-002	5606	4.7655E-003	-1.5827E-002	4.7490E-003	5.2351E-003	5.6742E-003
7481	8.0415E-001	1.0462E-003	7.8605E-002	5645	4.8128E-003	-1.5726E-002	5.1107E-003	5.4399E-003	4.9868E-003
7482	8.0346E-001	1.0591E-003	7.9428E-002	5625	4.9388E-003	-1.5941E-002	5.4429E-003	6.4119E-003	5.1652E-003
7483	8.0168E-001	1.0632E-003	8.0053E-002	5669	4.9315E-003	-1.6251E-002	4.8710E-003	6.8647E-003	4.7394E-003
7484	8.0087E-001	1.0467E-003	7.8641E-002	5645	4.8500E-003	-1.5919E-002	4.7509E-003	6.9826E-003	4.3987E-003
7485	8.0076E-001	1.0485E-003	7.8989E-002	5675	4.7392E-003	-1.5825E-002	5.1139E-003	6.4701E-003	4.0129E-003
7486	8.0260E-001	1.0475E-003	7.8629E-002	5634	4.8894E-003	-1.5973E-002	4.4184E-003	5.5543E-003	4.5195E-003
7487	8.0575E-001	1.0549E-003	7.9467E-002	5675	5.0723E-003	-1.6088E-002	4.7591E-003	5.5188E-003	4.3626E-003
7488	8.0883E-001	1.0612E-003	7.9818E-002	5658	5.0072E-003	-1.6092E-002	5.1140E-003	5.9379E-003	4.2380E-003
7489	8.0949E-001	1.0376E-003	7.7998E-002	5651	4.9302E-003	-1.5693E-002	4.9950E-003	6.0822E-003	5.6863E-003
7490	8.0809E-001	1.0369E-003	7.8084E-002	5671	4.7397E-003	-1.5646E-002	4.9355E-003	6.1969E-003	5.3944E-003
7491	8.0599E-001	1.0405E-003	7.8200E-002	5648	4.8247E-003	-1.5830E-002	4.9703E-003	6.1828E-003	4.6737E-003
7492	8.0275E-001	1.0326E-003	7.7936E-002	5696	4.7303E-003	-1.5765E-002	4.8998E-003	6.8525E-003	5.0647E-003
7493	7.9652E-001	1.0404E-003	7.8411E-002	5681	4.6933E-003	-1.5789E-002	4.9877E-003	7.1506E-003	5.6426E-003
7494	7.9166E-001	1.0217E-003	7.6950E-002	5672	4.6291E-003	-1.5685E-002	4.5199E-003	6.1615E-003	5.1175E-003
7495	7.8739E-001	1.0247E-003	7.7447E-002	5713	4.5697E-003	-1.5679E-002	4.9215E-003	6.5584E-003	3.5724E-003
7496	7.8512E-001	1.0163E-003	7.6842E-002	5717	4.6121E-003	-1.5549E-002	5.4936E-003	5.8959E-003	3.3489E-003
7497	7.8475E-001	1.0300E-003	7.7987E-002	5733	4.6403E-003	-1.5705E-002	5.6193E-003	5.8913E-003	3.2440E-003
7498	7.8972E-001	1.0237E-003	7.7444E-002	5723	4.6732E-003	-1.5647E-002	5.3585E-003	6.2037E-003	3.4831E-003
7499	7.9631E-001	1.0083E-003	7.6676E-002	5783	4.7824E-003	-1.5438E-002	4.7207E-003	5.8922E-003	4.2993E-003
7500	8.0366E-001	1.0197E-003	7.7516E-002	5778	4.7360E-003	-1.5635E-002	4.5617E-003	5.7495E-003	5.5945E-003
7501	8.0862E-001	1.0307E-003	7.8144E-002	5748	4.7978E-003	-1.5851E-002	4.3961E-003	5.9554E-003	5.8398E-003
7502	8.1198E-001	1.0540E-003	8.0221E-002	5793	5.0143E-003	-1.5946E-002	4.6873E-003	6.6073E-003	6.0160E-003
7503	8.1318E-001	1.0509E-003	7.9842E-002	5772	5.0236E-003	-1.6075E-002	4.6508E-003	6.1731E-003	5.4622E-003
7504	8.1320E-001	1.0484E-003	7.9856E-002	5802	4.9521E-003	-1.6043E-002	4.2818E-003	5.3325E-003	5.2257E-003
7505	8.1163E-001	1.0429E-003	7.9350E-002	5789	4.8128E-003	-1.6126E-002	4.7889E-003	6.0744E-003	5.0128E-003
7506	8.0946E-001	1.0422E-003	7.9444E-002	5811	4.7223E-003	-1.6132E-002	4.8990E-003	6.4880E-003	4.3377E-003
7507	8.0710E-001	1.0314E-003	7.8690E-002	5821	4.6536E-003	-1.5995E-002	4.6355E-003	6.0349E-003	3.8155E-003
7508	8.0497E-001	1.0384E-003	7.8922E-002	5776	4.7683E-003	-1.6118E-002	4.6851E-003	6.2760E-003	4.2892E-003
7509	8.0263E-001	1.0392E-003	7.9294E-002	5822	4.6279E-003	-1.6149E-002	4.9052E-003	6.5725E-003	5.1199E-003
7510	8.0070E-001	1.0172E-003	7.7451E-002	5798	4.6518E-003	-1.5743E-002	4.8885E-003	6.6055E-003	4.4168E-003
7511	7.9869E-001	1.0210E-003	7.7792E-002	5806	4.6529E-003	-1.5740E-002	5.0647E-003	6.8340E-003	5.1053E-003
7512	7.9627E-001	1.0274E-003	7.8388E-002	5821	4.6862E-003	-1.6003E-002	4.9343E-003	5.9881E-003	4.6417E-003
7513	7.9681E-001	1.0212E-003	7.7851E-002	5812	4.6272E-003	-1.5897E-002	4.9233E-003	6.5409E-003	3.8975E-003
7514	7.9893E-001	1.0223E-003	7.8160E-002	5846	4.5800E-003	-1.5889E-002	4.7621E-003	6.5867E-003	4.4180E-003
7515	8.0203E-001	1.0240E-003	7.8161E-002	5826	4.5717E-003	-1.6011E-002	4.4234E-003	6.3380E-003	4.3250E-003
7516	8.0615E-001	1.0306E-003	7.8911E-002	5863	4.5793E-003	-1.6065E-002	4.6388E-003	5.9152E-003	4.7315E-003
7517	8.0879E-001	1.0296E-003	7.8885E-002	5870	4.7977E-003	-1.6108E-002	4.7035E-003	6.2448E-003	5.4746E-003
7518	8.1207E-001	1.0409E-003	8.0045E-002	5914	4.8445E-003	-1.6217E-002	4.7657E-003	6.1292E-003	5.8339E-003
7519	8.1446E-001	1.0532E-003	8.1059E-002	5924	5.0309E-003	-1.6523E-002	4.9027E-003	6.4687E-003	6.2194E-003
7520	8.1426E-001	1.0497E-003	8.0711E-002	5912	5.0753E-003	-1.6479E-002	4.7181E-003	6.4961E-003	5.9380E-003
7521	8.1450E-001	1.0513E-003	8.0910E-002	5924	5.1186E-003	-1.6319E-002	4.4804E-003	6.0171E-003	6.2067E-003
7522	8.1327E-001	1.0465E-003	8.0589E-002	5931	5.1256E-003	-1.6371E-002	4.2174E-003	6.0739E-003	5.9028E-003
7523	8.0945E-001	1.0409E-003	8.0484E-002	5978	4.8424E-003	-1.6384E-002	4.6222E-003	6.8276E-003	5.9561E-003
7524	8.0491E-001	1.0290E-003	7.9556E-002	5977	4.7407E-003	-1.6315E-002	4.7464E-003	6.4858E-003	4.8513E-003
7525	8.0141E-001	1.0238E-003	7.9404E-002	6015	4.7505E-003	-1.6189E-002	4.5693E-003	6.6460E-003	4.1727E-003
7526	8.0018E-001	1.0272E-003	7.9517E-002	5993	4.6600E-003	-1.6185E-002	5.0795E-003	7.2054E-003	4.1614E-003
7527	8.0075E-001	1.0280E-003	7.9554E-002	5989	4.8021E-003	-1.6201E-002	5.2551E-003	6.9310E-003	5.1317E-003
7528	8.0348E-001	1.0442E-003	8.0971E-002	6013	4.9852E-003	-1.6497E-002	4.6370E-003	5.9603E-003	5.0099E-003
7529	8.0669E-001	1.0375E-003	8.0307E-002	5992	4.9142E-003	-1.6492E-002	4.5287E-003	6.1780E-003	4.9205E-003
7530	8.0765E-001	1.0328E-003	8.0175E-002	6026	4.8523E-003	-1.6373E-002	4.3269E-003	6.8822E-003	5.6193E-003
7531	8.0710E-001	1.0229E-003	7.9443E-002	6032	4.8079E-003	-1.6257E-002	4.6368E-003	6.9089E-003	5.2789E-003
7532	8.0484E-001	1.0164E-003	7.8995E-002	6041	4.6679E-003	-1.6166E-002	4.6280E-003	6.9117E-003	4.7405E-003
7533	8.0408E-001	1.0254E-003	7.9663E-002	6035	4.7353E-003	-1.6411E-002	4.3302E-003	7.0336E-003	4.5779E-003
7534	8.0489E-001	1.0428E-003	8.0973E-002	6030	4.9278E-003	-1.6672E-002	4.2827E-003	6.8819E-003	4.6099E-003
7535	8.0647E-001	1.0282E-003	8.0111E-002	6070	4.9705E-003	-1.6310E-002	4.4835E-003	6.6069E-003	4.4433E-003
7536	8.0953E-001	1.0152E-003	7.8926E-002	6045	5.0726E-003	-1.6001E-002	4.2905E-003	6.2639E-003	4.2138E-003
7537	8.1246E-001	1.0256E-003	7.9952E-002	6077	5.1767E-003	-1.6188E-002	4.5641E-003	6.4435E-003	4.6190E-003
7538	8.1392E-001	1.0208E-003	7.9578E-002	6077	5.0651E-003	-1.6254E-002	4.6295E-003	6.7202E-003	5.5370E-003
7539	8.1363E-001	1.0340E-003	8.0409E-002	6048	5.0037E-003	-1.6470E-002	4.4009E-003	6.2264E-003	5.5249E-003
7540	8.1133E-001	1.0467E-003	8.1660E-002	6087	5.0388E-003	-1.6644E-002	4.4621E-003	6.8299E-003	5.2676E-003
